ID,SFR,2MASS_ID,NAME,PI,EPI,FL_PI,DPC,EDPC_H,EDPC_L,FL_MULT,SEP,SED,SPT,REF_SPT,FL_Teff,logTeff,elogTeff,REF_Teff,logLs_in,d_in,elogLs_in,FL_logLs,logLs,elogLs_H,elogLs_L,REF_Ls,FL_logMs,logMs,elogMs_H,elogMs_L,FL_logt,logt,elogt_H,elogt_L,nu_B7,FL_B7,F_B7,eF_B7,LIM_B7,REF_B7,nu_B6,FL_B6,F_B6,eF_B6,LIM_B6,REF_B6,nu_B3,FL_B3,F_B3,eF_B3,LIM_B3,REF_B3,FL_A67,A67,eA67_hi,eA67_lo,LIM_A67,FL_A36,A36,eA36_hi,eA36_lo,LIM_A36,FL_R7,R7,eR7_hi,eR7_lo,LIM_R7,REF_R7,FL_R6,R6,eR6_hi,eR6_lo,LIM_R6,REF_R6,FL_Mgas,Mgas,FL_RCO,R_CO,eR_CO
92,Oph,J16272738-2431165,Elias_31_AB,7.19,0.20,cluster_mean,138.6,4.7,3.9,J,0.468,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,1,-0.05,0.16,0.48,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
92,Oph,J16272738-2431165,Elias_31_A,7.19,0.20,cluster_mean,138.2,5.0,3.6,B,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,1,-0.05,0.16,0.48,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
92,Oph,J16272738-2431165,Elias_31_B,7.19,0.20,cluster_mean,138.8,4.5,4.1,B,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,1,-0.05,0.16,0.48,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
93,Oph,J16272844-2427210,Elias_32,7.19,0.20,cluster_mean,138.7,4.6,4.0,S,0,FS,,Natta06,0,3.560,0.050,Natta06,-0.080,125.0,0.200,0,0.013,0.201,0.204,Manara15,0,-0.458,0.295,0.102,0,5.68,0.44,0.69,,,,,,,225.5,0,1.84,0.19,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16272996-2433365,ISO-Oph_146,7.19,0.20,cluster_mean,138.9,4.4,4.2,U,0,III,,Natta06,0,3.520,0.050,Natta06,-0.410,125.0,0.200,0,-0.344,0.229,0.174,Manara15,0,-0.610,0.295,0.122,0,5.86,0.39,0.82,,,,,,,225.5,1,-0.21,0.12,0.36,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
94,Oph,J16273018-2427433,Elias_33_AB,7.19,0.20,cluster_mean,138.2,5.0,3.6,J,0.242,FS,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,5.99,0.38,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
94,Oph,J16273018-2427433,Elias_33_A,7.19,0.20,cluster_mean,138.7,4.6,4.0,B,0,FS,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
94,Oph,J16273018-2427433,Elias_33_B,7.19,0.20,cluster_mean,138.8,4.5,4.1,B,0,FS,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
95,Oph,J16273084-2424560,ISO-Oph_151,7.10,0.21,GaiaDR2,140.4,5.0,4.2,U,0,FS,M3.25,Erickson11,0,3.519,0.030,Erickson11,-1.370,130.0,0.150,0,-1.306,0.157,0.148,Erickson11,0,-0.584,0.153,0.244,0,6.82,0.55,0.33,343.4,0,2.79,0.19,0.00,Cox17,225.5,0,2.02,0.15,0.00,Cieza18,87.0,1,-1.00,-1.00,1.20,Ricci10,9,0.77,0.42,0.41,0.00,1,-1.00,0.00,0.00,0.55,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
96,Oph,J16273091-2427331,ISO-Oph_150,7.19,0.20,cluster_mean,138.4,4.9,3.8,U,0,I,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,1,-0.05,0.14,0.42,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
97,Oph,J16273213-2429435,GY_287,7.19,0.20,cluster_mean,139.0,4.2,4.5,U,0,FS,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,4.44,1.13,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16273267-2433239,ISO-Oph_152,7.19,0.20,cluster_mean,138.7,4.6,4.0,U,0,II,,Natta06,0,3.570,0.050,Natta06,0.040,125.0,0.200,0,0.126,0.206,0.198,Manara15,0,-0.403,0.287,0.103,0,5.63,0.45,0.65,,,,,,,225.5,1,-0.31,0.12,0.36,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16273272-2445004,GY_288,7.19,0.20,cluster_mean,138.2,5.0,3.6,U,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,1,-0.14,0.12,0.36,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16273285-2432348,ISO-Oph_154,7.19,0.20,cluster_mean,138.7,4.6,4.0,U,0,II,,Natta06,0,3.580,0.050,Natta06,0.070,125.0,0.200,0,0.152,0.212,0.192,Manara15,0,-0.387,0.310,0.093,0,5.66,0.44,0.66,,,,,,,225.5,1,-0.31,0.12,0.36,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
98,Oph,J16273311-2441152,YLW_18,7.25,0.17,GaiaDR2,137.4,4.1,3.4,S,0,II,K5,Erickson11,0,3.638,0.030,Erickson11,-0.280,130.0,0.150,0,-0.229,0.150,0.154,Erickson11,0,-0.012,0.031,0.167,0,6.55,0.40,0.34,,,,,,,225.5,0,27.30,0.27,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16273615-2404576,J16273615,7.19,0.20,cluster_mean,138.1,5.1,3.5,U,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,0.48,0.11,0.00,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16273664-2358269,J16273664,6.09,0.21,GaiaDR2,164.0,6.5,6.1,U,0,II,M4.5,Erickson11,0,3.488,0.030,Erickson11,-1.800,130.0,0.150,0,-1.603,0.159,0.149,Erickson11,0,-1.211,0.541,0.020,0,6.68,0.61,0.45,,,,,,,225.5,1,0.14,0.12,0.50,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
99,Oph,J16273724-2442380,ISO-Oph_161,7.19,0.20,cluster_mean,138.9,4.4,4.2,U,0,I,,Natta06,0,3.560,0.050,Natta06,-0.010,125.0,0.200,0,0.110,0.172,0.229,Manara15,0,-0.428,0.264,0.112,0,5.65,0.39,0.68,,,,,,,225.5,0,5.38,0.17,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16273742-2417548,ISO-Oph_160,7.01,0.90,GaiaDR2,143.1,27.3,13.3,U,0,II,M7.5,Manara15,0,3.447,0.008,Manara15,-1.523,125.0,0.150,0,-1.376,0.197,0.188,Manara15,0,-1.244,0.114,0.072,0,5.76,0.53,0.00,338.0,0,6.13,0.20,0.00,Cox17,225.5,0,2.87,0.11,0.00,Williams19,,,,,,,0,1.88,0.37,0.37,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
100,Oph,J16273832-2436585,YLW_47,7.43,0.16,GaiaDR2,134.0,3.8,3.0,S,0,II,K5.5,Erickson11,0,3.630,0.030,Erickson11,-0.040,130.0,0.150,0,0.003,0.136,0.168,Erickson11,0,0.004,0.031,0.231,0,6.29,0.30,0.44,343.4,0,51.68,0.39,0.00,Cox17,225.5,0,25.37,0.15,0.00,Cieza18,87.0,0,4.40,0.40,0.00,Ricci10,9,1.69,0.34,0.34,0.00,0,1.84,0.18,0.17,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
101,Oph,J16273832-2357324,DoAr_32,7.12,0.05,GaiaDR2,139.9,2.3,2.0,S,0,II,K6,Erickson11,0,3.621,0.030,Erickson11,-0.100,130.0,0.150,0,-0.033,0.148,0.154,Erickson11,0,-0.019,0.031,0.249,0,6.24,0.32,0.43,343.4,0,11.21,0.62,0.00,Cox17,225.5,0,5.25,0.13,0.00,Cieza18,,,,,,,0,1.80,0.37,0.37,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16273863-2438391,ISO-Oph_164,7.01,0.50,GaiaDR2,143.4,11.7,9.6,U,0,II,M8,Manara15,0,3.431,0.008,Manara15,-1.284,125.0,0.100,0,-1.168,0.125,0.111,Manara15,0,-1.111,0.022,0.161,0,5.71,0.13,0.00,338.0,1,-1.00,-1.00,0.80,Testi16,225.5,0,1.37,0.12,0.00,Williams19,,,,,,,2,-1.00,0.00,0.00,-1.33,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
102,Oph,J16273894-2440206,ISO-Oph_165,7.19,0.20,cluster_mean,138.7,4.6,4.0,U,0,I,M2.5,Manara15,0,3.544,0.019,Manara15,-1.469,125.0,0.179,9,-0.600,0.174,0.189,Manara15,0,-0.433,0.105,0.179,0,6.24,0.41,0.39,343.4,0,92.90,2.00,0.00,Cox17,225.5,0,39.50,0.19,0.00,Cieza18,,,,,,,0,2.03,0.34,0.34,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
103,Oph,J16273901-2358187,DoAr_33,7.15,0.05,GaiaDR2,139.3,2.4,2.0,S,0,II,K4,Bouvier92,0,3.650,0.030,Andrews18,0.180,139.0,0.200,0,0.210,0.172,0.227,Andrews18,0,0.049,0.052,0.208,0,6.16,0.36,0.47,343.4,0,76.40,1.40,0.00,Cox17,225.5,0,33.64,0.47,0.00,Cieza18,87.0,0,3.70,0.30,0.00,Ricci10,0,1.95,0.34,0.34,0.00,0,2.32,0.18,0.17,0.00,0,1.62,0.43,0.07,2.49,Tripathi17,0,1.290,0.100,0.100,0,dsharp,,,,,
104,Oph,J16273942-2439155,WSB_52,7.30,0.09,GaiaDR2,136.5,2.6,2.3,S,0,II,M1,Luhman99,0,3.570,0.030,Andrews18,-0.150,136.0,0.200,0,-0.170,0.224,0.177,Andrews18,0,-0.443,0.244,0.102,0,5.85,0.44,0.63,343.4,0,151.90,2.50,0.00,Cox17,225.5,0,66.58,0.61,0.00,Cieza18,87.0,0,10.20,0.50,0.00,Ricci10,0,1.96,0.34,0.34,0.00,0,1.97,0.16,0.16,0.00,0,2.10,0.15,0.10,2.42,Tripathi17,0,1.353,0.100,0.100,0,dsharp,,,,,
105,Oph,J16273982-2443150,YLW_45_AB,7.19,0.20,cluster_mean,138.2,5.0,3.6,J,1.645,FS,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,82.98,0.49,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
105,Oph,J16273982-2443150,YLW_45_A,7.19,0.20,cluster_mean,138.9,4.4,4.2,B,0,FS,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,76.33,0.49,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
105,Oph,J16273982-2443150,YLW_45_B,7.19,0.20,cluster_mean,138.5,4.8,3.8,B,0,FS,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,6.65,0.28,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16274010-2426365,J16274010,7.19,0.20,cluster_mean,138.6,4.7,3.9,U,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,1,-0.22,0.12,0.36,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
106,Oph,J16274028-2422040,SR_9_AB,7.19,0.20,cluster_mean,138.3,4.9,3.7,J,0.638,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,8.08,0.22,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
106,Oph,J16274028-2422040,SR_9_A,7.19,0.20,cluster_mean,138.5,4.8,3.8,B,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,6.28,0.22,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
106,Oph,J16274028-2422040,SR_9_B,7.19,0.20,cluster_mean,138.8,4.5,4.1,B,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,1.80,0.23,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16274149-2435376,ISO-Oph_169,7.19,0.20,cluster_mean,138.2,5.0,3.6,U,0,III,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,1,-0.17,0.11,0.33,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
107,Oph,J16274161-2446447,ISO-Oph_170,7.19,0.20,cluster_mean,138.5,4.8,3.8,U,0,I,,Natta06,0,3.320,0.050,Natta06,-3.340,125.0,0.200,9,-2.830,0.180,0.225,Manara15,0,-1.797,0.227,0.134,0,6.45,0.92,0.17,343.4,0,31.30,0.95,0.00,Cox17,225.5,0,13.89,0.19,0.00,Cieza18,,,,,,,0,1.93,0.35,0.35,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
108,Oph,J16274175-2443360,ISO-Oph_171,7.19,0.20,cluster_mean,138.8,4.5,4.1,U,0,FS,,Natta06,0,3.500,0.050,Natta06,-0.780,125.0,0.200,0,-0.672,0.185,0.218,Manara15,0,-0.788,0.384,0.091,0,6.06,0.49,0.84,,,,,,,225.5,0,3.53,0.29,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
109,Oph,J16274178-2442346,J16274178,7.19,0.20,cluster_mean,138.7,4.6,4.0,U,0,FS,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,1,-0.13,0.15,0.45,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16274270-2438506,ISO-Oph_172,6.60,0.46,GaiaDR2,150.7,13.6,8.5,U,0,II,M2,Erickson11,0,3.544,0.030,Erickson11,-0.770,130.0,0.150,0,-0.632,0.166,0.161,Erickson11,0,-0.419,0.144,0.298,0,6.25,0.50,0.58,,,,,,,225.5,0,0.31,0.12,0.67,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16274378-2443080,ISO-Oph_173,7.19,0.20,cluster_mean,138.7,4.6,4.0,U,0,III,,Natta06,0,3.540,0.050,Natta06,-0.210,125.0,0.200,0,-0.124,0.207,0.196,Manara15,0,-0.523,0.278,0.113,0,5.75,0.38,0.75,,,,,,,225.5,1,-0.19,0.12,0.36,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16274499-2406284,J16274499,7.20,0.31,GaiaDR2,138.6,7.0,5.7,U,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,2.54,0.13,0.00,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
110,Oph,J16274578-2444538,ISO-Oph_175,7.19,0.20,cluster_mean,138.5,4.8,3.8,U,0,I,,Natta06,0,3.450,0.050,Natta06,-1.860,125.0,0.200,0,-1.772,0.204,0.199,Manara15,0,-1.336,0.521,0.092,0,6.72,0.51,0.75,343.4,1,-1.00,-1.00,0.74,Cox17,225.5,1,-0.13,0.12,0.36,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16274629-2431411,ISO-Oph_176,7.20,0.71,GaiaDR2,138.3,18.9,10.2,U,0,II,M7.5,Manara15,0,3.447,0.008,Manara15,-1.244,125.0,0.150,0,-1.125,0.165,0.183,Manara15,0,-1.096,0.042,0.125,0,5.73,0.33,0.00,338.0,1,-1.00,-1.00,0.50,Testi16,225.5,1,0.29,0.13,0.68,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16274709-2445350,ISO-Oph_177,7.19,0.20,cluster_mean,138.9,4.4,4.2,U,0,II,,Natta06,0,3.520,0.050,Natta06,-0.430,125.0,0.200,0,-0.349,0.214,0.191,Manara15,0,-0.635,0.321,0.104,0,5.89,0.39,0.83,,,,,,,225.5,0,2.62,0.12,0.00,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
111,Oph,J16274825-2442256,J16274825,7.19,0.20,cluster_mean,138.3,5.0,3.7,U,0,I,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,1.32,0.25,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16274927-2424520,GY_367,7.19,0.20,cluster_mean,138.7,4.6,4.0,U,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,1,-0.21,0.12,0.36,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16274978-2425219,ISO-Oph_178_AB,7.19,0.20,cluster_mean,138.2,5.0,3.6,J,0.347,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,0.54,0.12,0.00,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16274978-2425219,ISO-Oph_178_A,7.19,0.20,cluster_mean,138.8,4.5,4.1,B,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16274978-2425219,ISO-Oph_178_B,7.19,0.20,cluster_mean,138.3,4.9,3.7,B,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
112,Oph,J16275180-2431455,YLW_52,7.19,0.20,cluster_mean,138.0,5.2,3.4,WJ,7.17,FS,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,2.93,0.15,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16275523-2402153,J16275523,6.14,0.46,GaiaDR2,161.5,16.4,9.2,U,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,0.58,0.13,0.00,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16275525-2428395,ISO-Oph_185,7.19,0.20,cluster_mean,138.5,4.8,3.8,U,0,II,,Natta06,0,3.480,0.050,Natta06,-1.080,125.0,0.200,0,-0.995,0.208,0.196,Manara15,0,-0.831,0.385,0.122,0,6.28,0.63,0.35,,,,,,,225.5,0,1.97,0.13,0.00,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
113,Oph,J16275558-2426179,SR_10,7.51,0.04,GaiaDR2,132.7,2.0,1.8,S,0,II,M2,Erickson11,0,3.544,0.030,Erickson11,-0.870,130.0,0.150,0,-0.850,0.148,0.153,Erickson11,0,-0.414,0.144,0.298,0,6.60,0.46,0.50,,,,,,,225.5,0,3.43,0.11,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16275889-2435144,J16275889,7.19,0.20,cluster_mean,138.6,4.7,3.9,U,0,II,?,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,1,0.14,0.11,0.47,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16280256-2355035,J16280256,7.12,0.13,GaiaDR2,139.9,3.5,2.9,U,0,II,M4,vanderMarel16,0,3.528,0.040,vanderMarel16,-0.699,125.0,0.200,0,-0.599,0.200,0.203,vanderMarel16,0,-0.688,0.359,0.113,0,6.04,0.55,0.76,,,,,,,225.5,1,0.12,0.11,0.45,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16280455-2434484,GY_461,7.19,0.20,cluster_mean,138.5,4.8,3.8,U,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,1,-0.04,0.11,0.33,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16280478-2437100,GY_465,7.19,0.20,cluster_mean,138.8,4.5,4.1,U,0,III,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,1,-0.03,0.12,0.36,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16280478-2450354,J16280478,5.99,0.41,GaiaDR2,166.4,14.1,9.8,U,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,0.93,0.12,0.00,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16281271-2411355,ISO-Oph_193,6.59,0.57,GaiaDR2,152.8,15.7,12.0,,,II,M6,Manara15,0,3.477,0.007,Manara15,-1.143,125.0,0.100,0,-0.967,0.133,0.121,Manara15,0,-0.914,0.045,0.045,0,5.78,0.39,0.00,338.0,0,7.82,0.20,0.00,Testi16,225.5,0,4.11,0.12,0.00,Williams19,,,,,,,9,1.59,0.37,0.36,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16281370-2431391,Flying_Saucer,7.19,0.20,cluster_mean,138.6,4.7,3.9,U,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,27.74,0.12,0.00,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16281379-2432494,ISO-Oph_194,7.04,0.21,GaiaDR2,141.5,5.2,4.2,,,II,M4,Erickson11,0,3.498,0.030,Erickson11,-1.190,130.0,0.150,0,-1.106,0.144,0.159,Erickson11,0,-0.910,0.381,0.062,0,6.33,0.55,0.32,,,,,,,225.5,1,0.22,0.11,0.55,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
114,Oph,J16281650-2436579,WSB_60,7.29,0.14,GaiaDR2,137.0,3.1,3.4,S,0,II,M5.5,Manara14,0,3.486,0.030,Manara14,-1.097,125.0,0.150,-1,-1.005,0.138,0.165,Manara14,0,-0.875,0.278,0.082,0,6.28,0.34,0.39,343.4,0,232.20,9.60,0.00,Cox17,225.5,0,98.30,0.33,0.00,Cieza18,87.0,0,15.30,0.50,0.00,Ricci10,0,2.04,0.35,0.35,0.00,0,1.95,0.15,0.15,0.00,0,1.86,0.19,0.02,2.14,Tripathi17,,,,,,,,,,,
115,Oph,J16281673-2405142,ISO-Oph_195,7.22,0.11,GaiaDR2,137.9,3.1,2.5,S,0,II,K6,Erickson11,0,3.621,0.030,Erickson11,-0.210,130.0,0.150,-1,-0.157,0.151,0.152,Erickson11,0,-0.029,0.032,0.222,0,6.37,0.36,0.39,,,,,,,225.5,0,1.73,0.29,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
